Created as New Dataset,
cm-1,A
4000.00,0.3595
3999.00,0.3592
3998.00,0.3589
3997.00,0.3586
3996.00,0.3582
3995.00,0.3579
3994.00,0.3575
3993.00,0.3571
3992.00,0.3567
3991.00,0.3564
3990.00,0.3560
3989.00,0.3556
3988.00,0.3552
3987.00,0.3548
3986.00,0.3545
3985.00,0.3541
3984.00,0.3537
3983.00,0.3533
3982.00,0.3530
3981.00,0.3527
3980.00,0.3524
3979.00,0.3521
3978.00,0.3518
3977.00,0.3514
3976.00,0.3511
3975.00,0.3508
3974.00,0.3505
3973.00,0.3502
3972.00,0.3501
3971.00,0.3499
3970.00,0.3498
3969.00,0.3496
3968.00,0.3495
3967.00,0.3494
3966.00,0.3492
3965.00,0.3490
3964.00,0.3489
3963.00,0.3487
3962.00,0.3486
3961.00,0.3484
3960.00,0.3483
3959.00,0.3481
3958.00,0.3480
3957.00,0.3478
3956.00,0.3477
3955.00,0.3475
3954.00,0.3473
3953.00,0.3471
3952.00,0.3470
3951.00,0.3469
3950.00,0.3467
3949.00,0.3465
3948.00,0.3463
3947.00,0.3461
3946.00,0.3460
3945.00,0.3458
3944.00,0.3457
3943.00,0.3456
3942.00,0.3454
3941.00,0.3452
3940.00,0.3450
3939.00,0.3449
3938.00,0.3449
3937.00,0.3449
3936.00,0.3449
3935.00,0.3449
3934.00,0.3448
3933.00,0.3448
3932.00,0.3448
3931.00,0.3449
3930.00,0.3449
3929.00,0.3450
3928.00,0.3450
3927.00,0.3450
3926.00,0.3450
3925.00,0.3450
3924.00,0.3450
3923.00,0.3450
3922.00,0.3450
3921.00,0.3450
3920.00,0.3450
3919.00,0.3450
3918.00,0.3450
3917.00,0.3449
3916.00,0.3449
3915.00,0.3447
3914.00,0.3445
3913.00,0.3443
3912.00,0.3440
3911.00,0.3438
3910.00,0.3437
3909.00,0.3437
3908.00,0.3438
3907.00,0.3439
3906.00,0.3440
3905.00,0.3441
3904.00,0.3442
3903.00,0.3443
3902.00,0.3444
3901.00,0.3444
3900.00,0.3444
3899.00,0.3442
3898.00,0.3440
3897.00,0.3438
3896.00,0.3436
3895.00,0.3436
3894.00,0.3435
3893.00,0.3435
3892.00,0.3435
3891.00,0.3434
3890.00,0.3434
3889.00,0.3434
3888.00,0.3433
3887.00,0.3433
3886.00,0.3433
3885.00,0.3434
3884.00,0.3434
3883.00,0.3435
3882.00,0.3436
3881.00,0.3435
3880.00,0.3434
3879.00,0.3432
3878.00,0.3430
3877.00,0.3428
3876.00,0.3426
3875.00,0.3424
3874.00,0.3423
3873.00,0.3422
3872.00,0.3421
3871.00,0.3420
3870.00,0.3420
3869.00,0.3420
3868.00,0.3419
3867.00,0.3418
3866.00,0.3417
3865.00,0.3415
3864.00,0.3413
3863.00,0.3411
3862.00,0.3408
3861.00,0.3405
3860.00,0.3403
3859.00,0.3402
3858.00,0.3402
3857.00,0.3404
3856.00,0.3405
3855.00,0.3407
3854.00,0.3408
3853.00,0.3410
3852.00,0.3412
3851.00,0.3413
3850.00,0.3411
3849.00,0.3409
3848.00,0.3406
3847.00,0.3403
3846.00,0.3401
3845.00,0.3399
3844.00,0.3397
3843.00,0.3397
3842.00,0.3398
3841.00,0.3399
3840.00,0.3400
3839.00,0.3401
3838.00,0.3403
3837.00,0.3404
3836.00,0.3404
3835.00,0.3403
3834.00,0.3401
3833.00,0.3397
3832.00,0.3393
3831.00,0.3390
3830.00,0.3386
3829.00,0.3383
3828.00,0.3381
3827.00,0.3379
3826.00,0.3378
3825.00,0.3377
3824.00,0.3377
3823.00,0.3377
3822.00,0.3378
3821.00,0.3379
3820.00,0.3380
3819.00,0.3380
3818.00,0.3379
3817.00,0.3378
3816.00,0.3376
3815.00,0.3373
3814.00,0.3371
3813.00,0.3368
3812.00,0.3366
3811.00,0.3363
3810.00,0.3361
3809.00,0.3359
3808.00,0.3357
3807.00,0.3356
3806.00,0.3356
3805.00,0.3356
3804.00,0.3356
3803.00,0.3355
3802.00,0.3354
3801.00,0.3353
3800.00,0.3352
3799.00,0.3350
3798.00,0.3347
3797.00,0.3344
3796.00,0.3340
3795.00,0.3335
3794.00,0.3331
3793.00,0.3328
3792.00,0.3324
3791.00,0.3321
3790.00,0.3319
3789.00,0.3317
3788.00,0.3315
3787.00,0.3314
3786.00,0.3312
3785.00,0.3311
3784.00,0.3309
3783.00,0.3308
3782.00,0.3308
3781.00,0.3307
3780.00,0.3307
3779.00,0.3306
3778.00,0.3305
3777.00,0.3303
3776.00,0.3302
3775.00,0.3300
3774.00,0.3299
3773.00,0.3297
3772.00,0.3296
3771.00,0.3295
3770.00,0.3294
3769.00,0.3294
3768.00,0.3294
3767.00,0.3294
3766.00,0.3293
3765.00,0.3291
3764.00,0.3289
3763.00,0.3287
3762.00,0.3286
3761.00,0.3284
