Created as New Dataset,
cm-1,A
4000.00,1.5995
3999.00,1.5993
3998.00,1.5988
3997.00,1.5982
3996.00,1.5976
3995.00,1.5971
3994.00,1.5964
3993.00,1.5957
3992.00,1.5952
3991.00,1.5952
3990.00,1.5956
3989.00,1.5960
3988.00,1.5958
3987.00,1.5950
3986.00,1.5939
3985.00,1.5930
3984.00,1.5924
3983.00,1.5921
3982.00,1.5920
3981.00,1.5919
3980.00,1.5917
3979.00,1.5914
3978.00,1.5909
3977.00,1.5905
3976.00,1.5903
3975.00,1.5905
3974.00,1.5909
3973.00,1.5914
3972.00,1.5918
3971.00,1.5917
3970.00,1.5914
3969.00,1.5909
3968.00,1.5907
3967.00,1.5906
3966.00,1.5904
3965.00,1.5899
3964.00,1.5893
3963.00,1.5888
3962.00,1.5886
3961.00,1.5885
3960.00,1.5883
3959.00,1.5880
3958.00,1.5878
3957.00,1.5879
3956.00,1.5879
3955.00,1.5879
3954.00,1.5879
3953.00,1.5880
3952.00,1.5881
3951.00,1.5881
3950.00,1.5879
3949.00,1.5878
3948.00,1.5878
3947.00,1.5877
3946.00,1.5872
3945.00,1.5860
3944.00,1.5845
3943.00,1.5832
3942.00,1.5826
3941.00,1.5827
3940.00,1.5830
3939.00,1.5831
3938.00,1.5831
3937.00,1.5832
3936.00,1.5838
3935.00,1.5847
3934.00,1.5856
3933.00,1.5860
3932.00,1.5859
3931.00,1.5858
3930.00,1.5860
3929.00,1.5864
3928.00,1.5866
3927.00,1.5861
3926.00,1.5849
3925.00,1.5835
3924.00,1.5826
3923.00,1.5823
3922.00,1.5822
3921.00,1.5817
3920.00,1.5809
3919.00,1.5805
3918.00,1.5810
3917.00,1.5819
3916.00,1.5829
3915.00,1.5838
3914.00,1.5846
3913.00,1.5851
3912.00,1.5848
3911.00,1.5837
3910.00,1.5822
3909.00,1.5811
3908.00,1.5805
3907.00,1.5804
3906.00,1.5807
3905.00,1.5810
3904.00,1.5812
3903.00,1.5813
3902.00,1.5813
3901.00,1.5812
3900.00,1.5811
3899.00,1.5812
3898.00,1.5817
3897.00,1.5826
3896.00,1.5834
3895.00,1.5835
3894.00,1.5829
3893.00,1.5819
3892.00,1.5807
3891.00,1.5798
3890.00,1.5795
3889.00,1.5801
3888.00,1.5812
3887.00,1.5819
3886.00,1.5817
3885.00,1.5810
3884.00,1.5808
3883.00,1.5814
3882.00,1.5819
3881.00,1.5815
3880.00,1.5800
3879.00,1.5786
3878.00,1.5780
3877.00,1.5783
3876.00,1.5790
3875.00,1.5797
3874.00,1.5804
3873.00,1.5810
3872.00,1.5814
3871.00,1.5809
3870.00,1.5794
3869.00,1.5780
3868.00,1.5776
3867.00,1.5783
3866.00,1.5792
3865.00,1.5794
3864.00,1.5791
