Created as New Dataset,
cm-1,A
4000.00,0.4218
3999.00,0.4215
3998.00,0.4212
3997.00,0.4209
3996.00,0.4205
3995.00,0.4201
3994.00,0.4197
3993.00,0.4193
3992.00,0.4189
3991.00,0.4184
3990.00,0.4180
3989.00,0.4175
3988.00,0.4169
3987.00,0.4164
3986.00,0.4157
3985.00,0.4151
3984.00,0.4144
3983.00,0.4139
3982.00,0.4133
3981.00,0.4128
3980.00,0.4122
3979.00,0.4116
3978.00,0.4110
3977.00,0.4105
3976.00,0.4099
3975.00,0.4094
3974.00,0.4089
3973.00,0.4084
3972.00,0.4079
3971.00,0.4074
3970.00,0.4069
3969.00,0.4064
3968.00,0.4060
3967.00,0.4057
3966.00,0.4053
3965.00,0.4048
3964.00,0.4043
3963.00,0.4038
3962.00,0.4033
3961.00,0.4028
3960.00,0.4024
3959.00,0.4020
3958.00,0.4017
3957.00,0.4014
3956.00,0.4010
3955.00,0.4007
3954.00,0.4003
3953.00,0.4001
3952.00,0.3998
3951.00,0.3997
3950.00,0.3995
3949.00,0.3992
3948.00,0.3989
3947.00,0.3986
3946.00,0.3983
3945.00,0.3981
3944.00,0.3979
3943.00,0.3977
3942.00,0.3976
3941.00,0.3975
3940.00,0.3973
3939.00,0.3971
3938.00,0.3969
3937.00,0.3967
3936.00,0.3967
3935.00,0.3966
3934.00,0.3966
3933.00,0.3966
3932.00,0.3966
3931.00,0.3966
3930.00,0.3966
3929.00,0.3966
3928.00,0.3966
3927.00,0.3965
3926.00,0.3965
3925.00,0.3965
3924.00,0.3964
3923.00,0.3963
3922.00,0.3962
3921.00,0.3961
3920.00,0.3960
3919.00,0.3959
3918.00,0.3958
3917.00,0.3956
3916.00,0.3954
3915.00,0.3952
3914.00,0.3950
3913.00,0.3949
3912.00,0.3947
3911.00,0.3945
3910.00,0.3943
3909.00,0.3940
3908.00,0.3938
3907.00,0.3937
3906.00,0.3937
3905.00,0.3936
3904.00,0.3935
3903.00,0.3934
3902.00,0.3935
3901.00,0.3936
3900.00,0.3936
3899.00,0.3935
3898.00,0.3931
3897.00,0.3927
3896.00,0.3923
3895.00,0.3920
3894.00,0.3918
3893.00,0.3916
3892.00,0.3914
3891.00,0.3912
3890.00,0.3909
3889.00,0.3907
3888.00,0.3905
3887.00,0.3904
3886.00,0.3903
3885.00,0.3901
3884.00,0.3899
3883.00,0.3898
3882.00,0.3899
3881.00,0.3899
3880.00,0.3897
3879.00,0.3894
3878.00,0.3891
3877.00,0.3889
3876.00,0.3888
3875.00,0.3887
3874.00,0.3886
3873.00,0.3883
3872.00,0.3882
3871.00,0.3882
3870.00,0.3883
3869.00,0.3883
3868.00,0.3882
