Created as New Dataset,
cm-1,A
4000.00,1.4574
3999.00,1.4571
3998.00,1.4567
3997.00,1.4560
3996.00,1.4549
3995.00,1.4539
3994.00,1.4534
3993.00,1.4536
3992.00,1.4543
3991.00,1.4551
3990.00,1.4556
3989.00,1.4556
3988.00,1.4551
3987.00,1.4545
3986.00,1.4538
3985.00,1.4534
3984.00,1.4532
3983.00,1.4533
3982.00,1.4535
3981.00,1.4539
3980.00,1.4544
3979.00,1.4547
3978.00,1.4548
3977.00,1.4545
3976.00,1.4539
3975.00,1.4532
3974.00,1.4527
3973.00,1.4525
3972.00,1.4526
3971.00,1.4528
3970.00,1.4529
3969.00,1.4529
3968.00,1.4528
3967.00,1.4527
3966.00,1.4528
3965.00,1.4527
3964.00,1.4524
3963.00,1.4520
3962.00,1.4515
3961.00,1.4512
3960.00,1.4512
3959.00,1.4513
3958.00,1.4514
3957.00,1.4512
3956.00,1.4505
3955.00,1.4498
3954.00,1.4493
3953.00,1.4492
3952.00,1.4495
3951.00,1.4500
3950.00,1.4505
3949.00,1.4508
3948.00,1.4511
3947.00,1.4511
3946.00,1.4510
3945.00,1.4507
3944.00,1.4504
3943.00,1.4502
3942.00,1.4502
3941.00,1.4502
3940.00,1.4500
3939.00,1.4496
3938.00,1.4491
3937.00,1.4488
3936.00,1.4488
3935.00,1.4491
3934.00,1.4495
3933.00,1.4495
3932.00,1.4490
3931.00,1.4484
3930.00,1.4480
3929.00,1.4481
3928.00,1.4483
3927.00,1.4482
3926.00,1.4478
3925.00,1.4474
3924.00,1.4475
3923.00,1.4478
3922.00,1.4481
3921.00,1.4480
3920.00,1.4477
3919.00,1.4475
3918.00,1.4475
3917.00,1.4477
3916.00,1.4479
3915.00,1.4480
3914.00,1.4481
3913.00,1.4482
3912.00,1.4482
3911.00,1.4480
3910.00,1.4473
3909.00,1.4463
3908.00,1.4457
3907.00,1.4457
3906.00,1.4465
3905.00,1.4478
3904.00,1.4491
3903.00,1.4499
3902.00,1.4498
3901.00,1.4491
3900.00,1.4483
3899.00,1.4479
3898.00,1.4477
3897.00,1.4474
3896.00,1.4471
3895.00,1.4468
3894.00,1.4466
3893.00,1.4466
3892.00,1.4466
3891.00,1.4469
3890.00,1.4473
3889.00,1.4475
3888.00,1.4472
3887.00,1.4464
3886.00,1.4457
3885.00,1.4458
3884.00,1.4465
3883.00,1.4473
3882.00,1.4477
3881.00,1.4475
3880.00,1.4472
3879.00,1.4469
3878.00,1.4466
