Created as New Dataset,
cm-1,A
4000.00,2.0724
3999.00,2.0723
3998.00,2.0726
3997.00,2.0735
3996.00,2.0745
3995.00,2.0745
3994.00,2.0729
3993.00,2.0702
3992.00,2.0676
3991.00,2.0662
3990.00,2.0654
3989.00,2.0642
3988.00,2.0620
3987.00,2.0598
3986.00,2.0591
3985.00,2.0597
3984.00,2.0604
3983.00,2.0598
3982.00,2.0578
3981.00,2.0560
3980.00,2.0556
3979.00,2.0570
3978.00,2.0595
3977.00,2.0623
3976.00,2.0646
3975.00,2.0665
3974.00,2.0680
3973.00,2.0692
3972.00,2.0694
3971.00,2.0682
3970.00,2.0656
3969.00,2.0630
3968.00,2.0620
3967.00,2.0630
3966.00,2.0645
3965.00,2.0645
3964.00,2.0625
3963.00,2.0601
3962.00,2.0592
3961.00,2.0601
3960.00,2.0617
3959.00,2.0628
3958.00,2.0634
3957.00,2.0638
3956.00,2.0636
3955.00,2.0622
3954.00,2.0599
3953.00,2.0581
3952.00,2.0576
3951.00,2.0583
3950.00,2.0590
3949.00,2.0591
3948.00,2.0582
3947.00,2.0562
3946.00,2.0539
3945.00,2.0523
3944.00,2.0527
3943.00,2.0547
3942.00,2.0568
3941.00,2.0576
3940.00,2.0567
3939.00,2.0551
3938.00,2.0538
3937.00,2.0536
3936.00,2.0544
3935.00,2.0555
3934.00,2.0558
3933.00,2.0547
3932.00,2.0525
3931.00,2.0499
3930.00,2.0484
3929.00,2.0489
3928.00,2.0514
3927.00,2.0543
3926.00,2.0556
3925.00,2.0542
3924.00,2.0510
3923.00,2.0485
3922.00,2.0487
3921.00,2.0518
3920.00,2.0559
3919.00,2.0584
3918.00,2.0581
3917.00,2.0554
3916.00,2.0522
3915.00,2.0498
3914.00,2.0490
3913.00,2.0497
3912.00,2.0518
3911.00,2.0547
3910.00,2.0573
3909.00,2.0583
3908.00,2.0570
3907.00,2.0537
3906.00,2.0495
3905.00,2.0462
3904.00,2.0456
3903.00,2.0479
3902.00,2.0513
3901.00,2.0529
3900.00,2.0514
3899.00,2.0483
3898.00,2.0463
3897.00,2.0470
3896.00,2.0501
3895.00,2.0548
3894.00,2.0592
3893.00,2.0617
3892.00,2.0613
3891.00,2.0587
3890.00,2.0555
3889.00,2.0527
3888.00,2.0506
3887.00,2.0491
3886.00,2.0488
3885.00,2.0500
3884.00,2.0522
3883.00,2.0541
3882.00,2.0544
3881.00,2.0529
3880.00,2.0511
3879.00,2.0500
3878.00,2.0500
3877.00,2.0501
3876.00,2.0498
3875.00,2.0485
3874.00,2.0462
3873.00,2.0439
3872.00,2.0434
3871.00,2.0458
3870.00,2.0500
3869.00,2.0532
3868.00,2.0538
3867.00,2.0526
3866.00,2.0518
3865.00,2.0522
3864.00,2.0526
3863.00,2.0516
3862.00,2.0496
3861.00,2.0480
3860.00,2.0477
3859.00,2.0483
3858.00,2.0488
3857.00,2.0484
3856.00,2.0474
3855.00,2.0478
3854.00,2.0512
3853.00,2.0561
3852.00,2.0598
3851.00,2.0600
3850.00,2.0565
3849.00,2.0505
3848.00,2.0440
3847.00,2.0390
3846.00,2.0367
3845.00,2.0369
3844.00,2.0383
3843.00,2.0396
3842.00,2.0407
3841.00,2.0423
3840.00,2.0451
3839.00,2.0486
3838.00,2.0518
3837.00,2.0534
3836.00,2.0524
3835.00,2.0493
3834.00,2.0452
3833.00,2.0417
3832.00,2.0397
3831.00,2.0392
3830.00,2.0391
3829.00,2.0388
3828.00,2.0381
3827.00,2.0378
3826.00,2.0388
3825.00,2.0411
3824.00,2.0436
3823.00,2.0454
3822.00,2.0458
3821.00,2.0452
3820.00,2.0445
3819.00,2.0440
3818.00,2.0429
3817.00,2.0408
3816.00,2.0383
3815.00,2.0366
3814.00,2.0360
3813.00,2.0359
3812.00,2.0358
3811.00,2.0358
3810.00,2.0366
3809.00,2.0380
3808.00,2.0390
3807.00,2.0390
3806.00,2.0384
3805.00,2.0385
3804.00,2.0397
3803.00,2.0414
3802.00,2.0421
3801.00,2.0410
3800.00,2.0386
3799.00,2.0357
3798.00,2.0327
3797.00,2.0303
3796.00,2.0285
3795.00,2.0272
3794.00,2.0258
3793.00,2.0247
3792.00,2.0249
3791.00,2.0272
3790.00,2.0306
3789.00,2.0326
3788.00,2.0319
3787.00,2.0292
3786.00,2.0267
3785.00,2.0259
3784.00,2.0267
3783.00,2.0280
3782.00,2.0292
3781.00,2.0304
3780.00,2.0314
3779.00,2.0318
3778.00,2.0309
3777.00,2.0284
3776.00,2.0250
3775.00,2.0222
3774.00,2.0208
3773.00,2.0209
3772.00,2.0221
3771.00,2.0239
3770.00,2.0263
3769.00,2.0291
3768.00,2.0314
3767.00,2.0323
3766.00,2.0314
3765.00,2.0294
3764.00,2.0271
3763.00,2.0256
3762.00,2.0258
3761.00,2.0272
3760.00,2.0283
3759.00,2.0279
3758.00,2.0267
3757.00,2.0266
3756.00,2.0286
3755.00,2.0315
3754.00,2.0338
3753.00,2.0345
3752.00,2.0338
3751.00,2.0326
3750.00,2.0327
3749.00,2.0346
3748.00,2.0374
3747.00,2.0396
3746.00,2.0405
3745.00,2.0409
3744.00,2.0418
3743.00,2.0427
3742.00,2.0431
3741.00,2.0431
3740.00,2.0431
3739.00,2.0430
3738.00,2.0427
3737.00,2.0424
3736.00,2.0421
3735.00,2.0416
3734.00,2.0408
3733.00,2.0402
3732.00,2.0396
3731.00,2.0382
3730.00,2.0355
3729.00,2.0318
3728.00,2.0284
3727.00,2.0260
3726.00,2.0242
3725.00,2.0228
3724.00,2.0219
3723.00,2.0217
3722.00,2.0218
3721.00,2.0215
3720.00,2.0207
3719.00,2.0200
3718.00,2.0201
3717.00,2.0215
3716.00,2.0236
3715.00,2.0255
3714.00,2.0264
3713.00,2.0269
3712.00,2.0278
3711.00,2.0298
3710.00,2.0329
3709.00,2.0361
3708.00,2.0382
3707.00,2.0387
3706.00,2.0382
3705.00,2.0374
3704.00,2.0370
3703.00,2.0369
3702.00,2.0365
3701.00,2.0357
3700.00,2.0348
3699.00,2.0343
3698.00,2.0345
3697.00,2.0354
3696.00,2.0367
3695.00,2.0380
3694.00,2.0390
3693.00,2.0400
3692.00,2.0412
3691.00,2.0425
3690.00,2.0432
3689.00,2.0433
3688.00,2.0434
3687.00,2.0437
3686.00,2.0436
3685.00,2.0428
3684.00,2.0417
3683.00,2.0408
3682.00,2.0403
3681.00,2.0403
3680.00,2.0410
3679.00,2.0421
3678.00,2.0432
3677.00,2.0437
3676.00,2.0441
3675.00,2.0454
3674.00,2.0483
3673.00,2.0515
3672.00,2.0534
3671.00,2.0528
3670.00,2.0503
3669.00,2.0473
3668.00,2.0449
3667.00,2.0435
3666.00,2.0423
3665.00,2.0407
3664.00,2.0387
3663.00,2.0370
3662.00,2.0364
3661.00,2.0370
3660.00,2.0381
3659.00,2.0390
3658.00,2.0393
3657.00,2.0391
3656.00,2.0389
3655.00,2.0388
3654.00,2.0392
3653.00,2.0408
3652.00,2.0441
3651.00,2.0489
3650.00,2.0529
3649.00,2.0542
3648.00,2.0532
3647.00,2.0515
3646.00,2.0495
3645.00,2.0471
3644.00,2.0437
3643.00,2.0400
3642.00,2.0370
3641.00,2.0357
3640.00,2.0363
3639.00,2.0378
3638.00,2.0394
3637.00,2.0402
3636.00,2.0399
3635.00,2.0393
3634.00,2.0398
3633.00,2.0430
3632.00,2.0489
3631.00,2.0561
3630.00,2.0616
3629.00,2.0634
3628.00,2.0624
3627.00,2.0611
3626.00,2.0605
3625.00,2.0598
3624.00,2.0582
3623.00,2.0561
3622.00,2.0547
3621.00,2.0554
3620.00,2.0584
3619.00,2.0629
3618.00,2.0672
3617.00,2.0700
3616.00,2.0703
3615.00,2.0686
3614.00,2.0661
3613.00,2.0638
3612.00,2.0626
3611.00,2.0628
3610.00,2.0647
3609.00,2.0682
3608.00,2.0724
3607.00,2.0758
3606.00,2.0777
3605.00,2.0779
3604.00,2.0770
3603.00,2.0755
3602.00,2.0737
3601.00,2.0719
3600.00,2.0709
3599.00,2.0715
3598.00,2.0737
3597.00,2.0759
3596.00,2.0764
3595.00,2.0744
3594.00,2.0713
3593.00,2.0693
3592.00,2.0696
3591.00,2.0720
3590.00,2.0756
3589.00,2.0790
3588.00,2.0810
3587.00,2.0815
3586.00,2.0820
3585.00,2.0837
3584.00,2.0858
3583.00,2.0867
3582.00,2.0858
3581.00,2.0842
3580.00,2.0831
3579.00,2.0830
3578.00,2.0836
3577.00,2.0844
3576.00,2.0855
3575.00,2.0871
3574.00,2.0894
3573.00,2.0919
3572.00,2.0946
3571.00,2.0973
3570.00,2.0996
3569.00,2.1013
3568.00,2.1027
3567.00,2.1047
3566.00,2.1080
3565.00,2.1112
3564.00,2.1122
3563.00,2.1100
3562.00,2.1061
3561.00,2.1032
3560.00,2.1030
3559.00,2.1052
3558.00,2.1085
3557.00,2.1117
3556.00,2.1146
3555.00,2.1170
3554.00,2.1191
3553.00,2.1205
3552.00,2.1207
3551.00,2.1191
3550.00,2.1164
3549.00,2.1143
3548.00,2.1149
3547.00,2.1186
3546.00,2.1237
3545.00,2.1275
3544.00,2.1288
3543.00,2.1284
3542.00,2.1278
3541.00,2.1283
3540.00,2.1303
3539.00,2.1332
3538.00,2.1361
3537.00,2.1375
3536.00,2.1368
3535.00,2.1343
3534.00,2.1320
3533.00,2.1310
3532.00,2.1319
3531.00,2.1347
3530.00,2.1384
3529.00,2.1414
3528.00,2.1426
3527.00,2.1428
3526.00,2.1443
3525.00,2.1484
3524.00,2.1532
3523.00,2.1558
3522.00,2.1555
3521.00,2.1540
3520.00,2.1535
3519.00,2.1542
3518.00,2.1552
3517.00,2.1555
3516.00,2.1549
3515.00,2.1544
3514.00,2.1554
3513.00,2.1589
3512.00,2.1638
3511.00,2.1685
3510.00,2.1715
3509.00,2.1729
3508.00,2.1735
3507.00,2.1743
3506.00,2.1763
3505.00,2.1798
3504.00,2.1838
3503.00,2.1862
3502.00,2.1860
3501.00,2.1847
3500.00,2.1846
3499.00,2.1866
3498.00,2.1899
3497.00,2.1931
3496.00,2.1952
3495.00,2.1957
3494.00,2.1953
3493.00,2.1955
3492.00,2.1976
3491.00,2.2018
3490.00,2.2069
3489.00,2.2119
3488.00,2.2162
3487.00,2.2195
3486.00,2.2219
3485.00,2.2236
3484.00,2.2250
3483.00,2.2262
3482.00,2.2270
3481.00,2.2273
3480.00,2.2271
3479.00,2.2264
3478.00,2.2252
3477.00,2.2240
3476.00,2.2230
3475.00,2.2230
3474.00,2.2247
3473.00,2.2287
3472.00,2.2341
3471.00,2.2392
3470.00,2.2430
3469.00,2.2460
3468.00,2.2495
3467.00,2.2534
3466.00,2.2566
3465.00,2.2584
3464.00,2.2593
3463.00,2.2598
3462.00,2.2597
3461.00,2.2585
3460.00,2.2578
3459.00,2.2596
3458.00,2.2649
3457.00,2.2714
3456.00,2.2758
3455.00,2.2771
3454.00,2.2775
3453.00,2.2803
3452.00,2.2861
3451.00,2.2927
3450.00,2.2979
3449.00,2.3011
3448.00,2.3030
3447.00,2.3043
3446.00,2.3054
3445.00,2.3075
3444.00,2.3113
3443.00,2.3167
3442.00,2.3229
3441.00,2.3289
3440.00,2.3342
3439.00,2.3379
3438.00,2.3398
