Created as New Dataset,
cm-1,A
4000.00,0.3026
3999.00,0.3023
3998.00,0.3020
3997.00,0.3016
3996.00,0.3013
3995.00,0.3010
3994.00,0.3007
3993.00,0.3004
3992.00,0.3001
3991.00,0.2997
3990.00,0.2993
3989.00,0.2989
3988.00,0.2985
3987.00,0.2981
3986.00,0.2977
3985.00,0.2972
3984.00,0.2968
3983.00,0.2964
3982.00,0.2960
3981.00,0.2956
3980.00,0.2952
3979.00,0.2949
3978.00,0.2946
3977.00,0.2944
3976.00,0.2942
3975.00,0.2940
3974.00,0.2938
3973.00,0.2936
3972.00,0.2933
3971.00,0.2930
3970.00,0.2928
3969.00,0.2926
3968.00,0.2925
3967.00,0.2923
3966.00,0.2922
3965.00,0.2920
3964.00,0.2919
3963.00,0.2918
3962.00,0.2917
3961.00,0.2916
3960.00,0.2915
3959.00,0.2914
3958.00,0.2912
3957.00,0.2911
3956.00,0.2910
3955.00,0.2909
3954.00,0.2907
3953.00,0.2906
3952.00,0.2904
3951.00,0.2902
3950.00,0.2900
3949.00,0.2897
3948.00,0.2895
3947.00,0.2892
3946.00,0.2890
3945.00,0.2888
3944.00,0.2887
3943.00,0.2885
3942.00,0.2883
3941.00,0.2882
3940.00,0.2881
3939.00,0.2880
3938.00,0.2879
3937.00,0.2879
3936.00,0.2878
3935.00,0.2878
3934.00,0.2878
3933.00,0.2879
3932.00,0.2879
3931.00,0.2880
3930.00,0.2880
3929.00,0.2880
3928.00,0.2881
3927.00,0.2881
3926.00,0.2881
3925.00,0.2881
3924.00,0.2881
3923.00,0.2882
3922.00,0.2882
3921.00,0.2882
3920.00,0.2882
3919.00,0.2881
3918.00,0.2880
3917.00,0.2879
3916.00,0.2878
3915.00,0.2877
3914.00,0.2876
3913.00,0.2874
3912.00,0.2873
3911.00,0.2872
3910.00,0.2872
3909.00,0.2872
3908.00,0.2873
3907.00,0.2874
3906.00,0.2875
3905.00,0.2876
3904.00,0.2877
3903.00,0.2878
3902.00,0.2880
3901.00,0.2881
3900.00,0.2880
3899.00,0.2879
3898.00,0.2878
3897.00,0.2877
3896.00,0.2876
3895.00,0.2875
3894.00,0.2874
3893.00,0.2873
3892.00,0.2872
3891.00,0.2871
3890.00,0.2871
3889.00,0.2871
3888.00,0.2872
3887.00,0.2871
3886.00,0.2870
3885.00,0.2869
3884.00,0.2869
3883.00,0.2869
3882.00,0.2868
3881.00,0.2866
3880.00,0.2865
3879.00,0.2863
3878.00,0.2862
3877.00,0.2861
3876.00,0.2859
3875.00,0.2858
3874.00,0.2858
3873.00,0.2858
3872.00,0.2857
3871.00,0.2857
3870.00,0.2856
3869.00,0.2856
3868.00,0.2855
3867.00,0.2855
3866.00,0.2854
3865.00,0.2853
3864.00,0.2851
3863.00,0.2849
3862.00,0.2847
3861.00,0.2845
3860.00,0.2844
3859.00,0.2844
3858.00,0.2846
3857.00,0.2847
3856.00,0.2848
3855.00,0.2849
3854.00,0.2849
3853.00,0.2850
3852.00,0.2851
3851.00,0.2850
3850.00,0.2847
3849.00,0.2843
3848.00,0.2839
3847.00,0.2835
3846.00,0.2833
3845.00,0.2831
3844.00,0.2831
3843.00,0.2832
3842.00,0.2834
3841.00,0.2836
3840.00,0.2837
3839.00,0.2838
3838.00,0.2839
3837.00,0.2839
3836.00,0.2838
3835.00,0.2837
3834.00,0.2835
3833.00,0.2832
3832.00,0.2829
3831.00,0.2827
3830.00,0.2825
3829.00,0.2824
3828.00,0.2822
3827.00,0.2821
3826.00,0.2821
3825.00,0.2822
3824.00,0.2822
3823.00,0.2822
3822.00,0.2822
3821.00,0.2822
3820.00,0.2822
3819.00,0.2822
3818.00,0.2821
3817.00,0.2818
3816.00,0.2814
3815.00,0.2810
3814.00,0.2806
3813.00,0.2802
3812.00,0.2798
3811.00,0.2796
3810.00,0.2794
3809.00,0.2793
3808.00,0.2791
3807.00,0.2791
3806.00,0.2791
3805.00,0.2791
3804.00,0.2791
3803.00,0.2790
3802.00,0.2789
3801.00,0.2788
3800.00,0.2787
3799.00,0.2785
3798.00,0.2782
3797.00,0.2779
3796.00,0.2776
3795.00,0.2773
3794.00,0.2769
3793.00,0.2766
3792.00,0.2763
3791.00,0.2761
3790.00,0.2759
3789.00,0.2757
3788.00,0.2755
3787.00,0.2753
3786.00,0.2751
3785.00,0.2750
3784.00,0.2749
3783.00,0.2748
3782.00,0.2747
3781.00,0.2745
3780.00,0.2743
3779.00,0.2740
3778.00,0.2738
3777.00,0.2736
3776.00,0.2734
3775.00,0.2732
3774.00,0.2731
3773.00,0.2730
3772.00,0.2729
3771.00,0.2728
3770.00,0.2728
3769.00,0.2728
3768.00,0.2729
3767.00,0.2728
3766.00,0.2726
3765.00,0.2725
3764.00,0.2723
3763.00,0.2722
3762.00,0.2721
3761.00,0.2720
3760.00,0.2718
3759.00,0.2716
3758.00,0.2714
3757.00,0.2713
3756.00,0.2712
3755.00,0.2712
3754.00,0.2711
3753.00,0.2711
3752.00,0.2710
3751.00,0.2710
3750.00,0.2711
3749.00,0.2712
3748.00,0.2713
3747.00,0.2712
3746.00,0.2709
3745.00,0.2704
3744.00,0.2701
3743.00,0.2699
3742.00,0.2697
3741.00,0.2694
3740.00,0.2692
3739.00,0.2690
3738.00,0.2689
3737.00,0.2688
3736.00,0.2688
3735.00,0.2687
3734.00,0.2686
3733.00,0.2685
3732.00,0.2683
3731.00,0.2682
3730.00,0.2680
3729.00,0.2677
3728.00,0.2675
3727.00,0.2672
3726.00,0.2671
3725.00,0.2670
3724.00,0.2668
3723.00,0.2667
3722.00,0.2665
3721.00,0.2662
3720.00,0.2659
3719.00,0.2656
3718.00,0.2653
3717.00,0.2651
3716.00,0.2650
3715.00,0.2650
3714.00,0.2651
3713.00,0.2651
3712.00,0.2653
3711.00,0.2653
3710.00,0.2653
3709.00,0.2652
3708.00,0.2650
3707.00,0.2648
3706.00,0.2646
3705.00,0.2644
3704.00,0.2643
3703.00,0.2643
3702.00,0.2643
3701.00,0.2643
3700.00,0.2644
3699.00,0.2643
3698.00,0.2643
3697.00,0.2643
3696.00,0.2643
3695.00,0.2644
3694.00,0.2646
3693.00,0.2649
3692.00,0.2652
3691.00,0.2655
3690.00,0.2656
3689.00,0.2657
3688.00,0.2657
3687.00,0.2657
3686.00,0.2656
3685.00,0.2654
3684.00,0.2652
3683.00,0.2650
3682.00,0.2648
3681.00,0.2648
3680.00,0.2648
3679.00,0.2650
3678.00,0.2652
3677.00,0.2653
3676.00,0.2653
3675.00,0.2654
3674.00,0.2655
3673.00,0.2655
3672.00,0.2654
3671.00,0.2652
3670.00,0.2651
3669.00,0.2650
3668.00,0.2649
3667.00,0.2648
3666.00,0.2647
3665.00,0.2646
3664.00,0.2645
3663.00,0.2646
3662.00,0.2647
3661.00,0.2650
3660.00,0.2653
3659.00,0.2656
3658.00,0.2659
3657.00,0.2662
3656.00,0.2666
3655.00,0.2670
3654.00,0.2674
3653.00,0.2679
3652.00,0.2684
3651.00,0.2688
3650.00,0.2693
3649.00,0.2697
3648.00,0.2700
3647.00,0.2701
3646.00,0.2701
3645.00,0.2701
3644.00,0.2701
3643.00,0.2701
3642.00,0.2703
3641.00,0.2706
3640.00,0.2709
3639.00,0.2714
3638.00,0.2719
3637.00,0.2724
3636.00,0.2730
3635.00,0.2736
3634.00,0.2742
3633.00,0.2749
3632.00,0.2757
3631.00,0.2768
3630.00,0.2782
3629.00,0.2798
3628.00,0.2816
3627.00,0.2830
3626.00,0.2840
3625.00,0.2847
3624.00,0.2849
3623.00,0.2848
3622.00,0.2844
3621.00,0.2838
3620.00,0.2830
3619.00,0.2821
3618.00,0.2812
3617.00,0.2806
3616.00,0.2801
3615.00,0.2797
3614.00,0.2796
3613.00,0.2795
3612.00,0.2796
3611.00,0.2797
3610.00,0.2798
3609.00,0.2800
3608.00,0.2800
3607.00,0.2801
3606.00,0.2801
3605.00,0.2800
3604.00,0.2799
3603.00,0.2798
3602.00,0.2797
3601.00,0.2795
3600.00,0.2793
3599.00,0.2790
3598.00,0.2787
3597.00,0.2784
3596.00,0.2780
3595.00,0.2777
3594.00,0.2774
3593.00,0.2772
3592.00,0.2772
3591.00,0.2772
3590.00,0.2773
3589.00,0.2774
3588.00,0.2775
3587.00,0.2775
3586.00,0.2775
3585.00,0.2776
3584.00,0.2776
3583.00,0.2776
3582.00,0.2776
3581.00,0.2776
3580.00,0.2776
3579.00,0.2777
3578.00,0.2779
3577.00,0.2781
3576.00,0.2783
3575.00,0.2785
3574.00,0.2787
3573.00,0.2790
3572.00,0.2793
3571.00,0.2796
3570.00,0.2800
3569.00,0.2804
3568.00,0.2808
3567.00,0.2813
3566.00,0.2818
3565.00,0.2822
3564.00,0.2826
3563.00,0.2829
3562.00,0.2831
3561.00,0.2833
3560.00,0.2836
3559.00,0.2840
3558.00,0.2845
3557.00,0.2851
3556.00,0.2857
3555.00,0.2863
3554.00,0.2869
3553.00,0.2875
3552.00,0.2881
3551.00,0.2887
3550.00,0.2893
3549.00,0.2900
3548.00,0.2906
3547.00,0.2912
3546.00,0.2918
3545.00,0.2924
3544.00,0.2929
3543.00,0.2935
3542.00,0.2941
3541.00,0.2946
3540.00,0.2952
3539.00,0.2958
3538.00,0.2964
3537.00,0.2971
3536.00,0.2976
3535.00,0.2982
3534.00,0.2987
3533.00,0.2993
3532.00,0.2999
3531.00,0.3005
3530.00,0.3012
3529.00,0.3019
3528.00,0.3026
3527.00,0.3033
3526.00,0.3040
3525.00,0.3046
3524.00,0.3053
3523.00,0.3060
3522.00,0.3067
3521.00,0.3075
3520.00,0.3082
3519.00,0.3090
3518.00,0.3097
3517.00,0.3105
3516.00,0.3112
3515.00,0.3119
3514.00,0.3126
3513.00,0.3134
3512.00,0.3142
3511.00,0.3150
3510.00,0.3158
3509.00,0.3166
3508.00,0.3174
3507.00,0.3182
3506.00,0.3190
3505.00,0.3199
3504.00,0.3208
3503.00,0.3216
3502.00,0.3225
3501.00,0.3234
3500.00,0.3242
3499.00,0.3249
3498.00,0.3258
3497.00,0.3266
3496.00,0.3276
3495.00,0.3286
3494.00,0.3295
3493.00,0.3305
3492.00,0.3315
3491.00,0.3325
3490.00,0.3335
3489.00,0.3346
3488.00,0.3357
3487.00,0.3367
3486.00,0.3378
3485.00,0.3387
3484.00,0.3397
3483.00,0.3406
3482.00,0.3415
3481.00,0.3424
3480.00,0.3432
3479.00,0.3441
3478.00,0.3449
3477.00,0.3457
3476.00,0.3466
3475.00,0.3475
3474.00,0.3484
3473.00,0.3493
3472.00,0.3502
3471.00,0.3511
3470.00,0.3521
3469.00,0.3531
3468.00,0.3540
3467.00,0.3550
3466.00,0.3559
3465.00,0.3569
3464.00,0.3579
3463.00,0.3590
3462.00,0.3601
3461.00,0.3612
3460.00,0.3622
3459.00,0.3633
3458.00,0.3643
3457.00,0.3654
3456.00,0.3665
3455.00,0.3676
3454.00,0.3687
3453.00,0.3699
3452.00,0.3712
3451.00,0.3725
3450.00,0.3738
3449.00,0.3751
3448.00,0.3764
3447.00,0.3778
3446.00,0.3790
3445.00,0.3803
3444.00,0.3815
3443.00,0.3827
3442.00,0.3839
3441.00,0.3852
3440.00,0.3865
3439.00,0.3879
3438.00,0.3892
3437.00,0.3905
3436.00,0.3918
3435.00,0.3931
3434.00,0.3944
3433.00,0.3958
3432.00,0.3971
3431.00,0.3983
3430.00,0.3996
3429.00,0.4010
3428.00,0.4025
3427.00,0.4041
3426.00,0.4056
3425.00,0.4071
3424.00,0.4085
3423.00,0.4099
3422.00,0.4114
3421.00,0.4129
3420.00,0.4145
3419.00,0.4160
3418.00,0.4175
3417.00,0.4191
3416.00,0.4207
3415.00,0.4223
3414.00,0.4239
3413.00,0.4256
3412.00,0.4272
3411.00,0.4289
3410.00,0.4305
3409.00,0.4322
3408.00,0.4338
3407.00,0.4354
3406.00,0.4370
3405.00,0.4387
3404.00,0.4404
3403.00,0.4422
3402.00,0.4439
3401.00,0.4456
3400.00,0.4475
3399.00,0.4493
3398.00,0.4510
3397.00,0.4528
3396.00,0.4546
3395.00,0.4564
3394.00,0.4582
3393.00,0.4600
3392.00,0.4617
3391.00,0.4635
3390.00,0.4653
3389.00,0.4672
3388.00,0.4692
3387.00,0.4711
3386.00,0.4730
3385.00,0.4749
3384.00,0.4768
3383.00,0.4786
3382.00,0.4806
3381.00,0.4825
3380.00,0.4845
3379.00,0.4866
3378.00,0.4886
3377.00,0.4907
3376.00,0.4927
3375.00,0.4948
3374.00,0.4969
3373.00,0.4991
3372.00,0.5013
3371.00,0.5035
3370.00,0.5057
3369.00,0.5080
3368.00,0.5103
3367.00,0.5126
3366.00,0.5149
3365.00,0.5172
3364.00,0.5196
3363.00,0.5220
3362.00,0.5244
3361.00,0.5269
3360.00,0.5294
3359.00,0.5319
3358.00,0.5344
3357.00,0.5369
3356.00,0.5394
3355.00,0.5419
3354.00,0.5443
3353.00,0.5469
3352.00,0.5494
3351.00,0.5520
3350.00,0.5545
3349.00,0.5570
3348.00,0.5595
3347.00,0.5619
3346.00,0.5643
3345.00,0.5666
3344.00,0.5689
3343.00,0.5712
3342.00,0.5734
3341.00,0.5756
3340.00,0.5777
3339.00,0.5796
3338.00,0.5813
3337.00,0.5830
3336.00,0.5846
3335.00,0.5863
3334.00,0.5879
3333.00,0.5894
3332.00,0.5908
3331.00,0.5921
3330.00,0.5933
3329.00,0.5944
3328.00,0.5955
3327.00,0.5964
3326.00,0.5972
3325.00,0.5979
3324.00,0.5986
3323.00,0.5992
3322.00,0.5997
3321.00,0.6000
3320.00,0.6003
3319.00,0.6005
3318.00,0.6006
3317.00,0.6008
3316.00,0.6009
3315.00,0.6010
3314.00,0.6009
3313.00,0.6009
3312.00,0.6008
3311.00,0.6007
3310.00,0.6006
3309.00,0.6004
3308.00,0.6003
3307.00,0.6000
3306.00,0.5998
3305.00,0.5995
3304.00,0.5992
3303.00,0.5987
3302.00,0.5983
3301.00,0.5979
3300.00,0.5975
3299.00,0.5972
3298.00,0.5969
3297.00,0.5965
3296.00,0.5961
3295.00,0.5958
3294.00,0.5955
3293.00,0.5952
3292.00,0.5950
3291.00,0.5947
3290.00,0.5943
3289.00,0.5940
3288.00,0.5937
3287.00,0.5936
3286.00,0.5935
3285.00,0.5935
3284.00,0.5935
3283.00,0.5935
3282.00,0.5936
3281.00,0.5937
3280.00,0.5937
3279.00,0.5938
3278.00,0.5939
3277.00,0.5941
3276.00,0.5944
3275.00,0.5948
3274.00,0.5950
3273.00,0.5953
3272.00,0.5956
3271.00,0.5959
3270.00,0.5962
3269.00,0.5965
3268.00,0.5968
3267.00,0.5971
3266.00,0.5974
3265.00,0.5977
3264.00,0.5981
3263.00,0.5985
3262.00,0.5988
3261.00,0.5992
3260.00,0.5996
3259.00,0.6000
3258.00,0.6005
3257.00,0.6010
3256.00,0.6014
3255.00,0.6017
3254.00,0.6021
3253.00,0.6024
3252.00,0.6026
3251.00,0.6027
3250.00,0.6029
3249.00,0.6030
3248.00,0.6032
3247.00,0.6034
3246.00,0.6034
3245.00,0.6035
3244.00,0.6035
3243.00,0.6035
3242.00,0.6034
3241.00,0.6033
3240.00,0.6031
3239.00,0.6030
3238.00,0.6028
3237.00,0.6025
3236.00,0.6023
3235.00,0.6020
3234.00,0.6016
3233.00,0.6012
3232.00,0.6007
3231.00,0.6001
3230.00,0.5994
3229.00,0.5987
3228.00,0.5981
3227.00,0.5974
3226.00,0.5967
3225.00,0.5960
3224.00,0.5952
3223.00,0.5945
3222.00,0.5937
3221.00,0.5930
3220.00,0.5922
3219.00,0.5914
3218.00,0.5905
3217.00,0.5897
3216.00,0.5887
3215.00,0.5878
3214.00,0.5868
3213.00,0.5858
3212.00,0.5848
3211.00,0.5838
3210.00,0.5828
3209.00,0.5817
3208.00,0.5805
3207.00,0.5794
3206.00,0.5783
3205.00,0.5772
3204.00,0.5761
3203.00,0.5749
3202.00,0.5737
3201.00,0.5725
3200.00,0.5712
3199.00,0.5699
3198.00,0.5685
3197.00,0.5671
3196.00,0.5657
3195.00,0.5642
3194.00,0.5628
3193.00,0.5614
3192.00,0.5599
3191.00,0.5584
3190.00,0.5569
3189.00,0.5554
3188.00,0.5537
3187.00,0.5520
3186.00,0.5502
3185.00,0.5485
3184.00,0.5468
3183.00,0.5451
3182.00,0.5433
3181.00,0.5415
3180.00,0.5397
3179.00,0.5378
3178.00,0.5359
3177.00,0.5340
3176.00,0.5321
3175.00,0.5303
