Created as New Dataset,
cm-1,A
4000.00,1.8830
3999.00,1.8842
3998.00,1.8858
3997.00,1.8868
3996.00,1.8870
3995.00,1.8866
3994.00,1.8859
3993.00,1.8854
3992.00,1.8855
3991.00,1.8866
3990.00,1.8881
3989.00,1.8891
3988.00,1.8889
3987.00,1.8880
3986.00,1.8870
3985.00,1.8861
3984.00,1.8851
3983.00,1.8839
3982.00,1.8828
3981.00,1.8820
3980.00,1.8818
3979.00,1.8819
3978.00,1.8823
3977.00,1.8826
3976.00,1.8830
3975.00,1.8834
3974.00,1.8844
3973.00,1.8857
3972.00,1.8867
3971.00,1.8868
3970.00,1.8856
3969.00,1.8838
3968.00,1.8823
3967.00,1.8815
3966.00,1.8815
3965.00,1.8820
3964.00,1.8831
3963.00,1.8849
3962.00,1.8863
3961.00,1.8864
3960.00,1.8844
3959.00,1.8814
3958.00,1.8792
3957.00,1.8789
3956.00,1.8801
3955.00,1.8820
3954.00,1.8836
3953.00,1.8846
3952.00,1.8849
3951.00,1.8845
3950.00,1.8836
3949.00,1.8827
3948.00,1.8819
3947.00,1.8812
3946.00,1.8803
3945.00,1.8795
3944.00,1.8793
3943.00,1.8800
3942.00,1.8810
3941.00,1.8815
3940.00,1.8810
3939.00,1.8800
3938.00,1.8795
3937.00,1.8797
3936.00,1.8804
3935.00,1.8812
3934.00,1.8816
3933.00,1.8814
3932.00,1.8804
3931.00,1.8788
3930.00,1.8772
3929.00,1.8766
3928.00,1.8773
3927.00,1.8784
3926.00,1.8791
3925.00,1.8791
3924.00,1.8789
3923.00,1.8794
3922.00,1.8806
3921.00,1.8820
3920.00,1.8831
3919.00,1.8833
3918.00,1.8828
3917.00,1.8820
3916.00,1.8814
3915.00,1.8810
3914.00,1.8809
3913.00,1.8810
3912.00,1.8815
3911.00,1.8818
3910.00,1.8815
3909.00,1.8805
3908.00,1.8795
3907.00,1.8794
3906.00,1.8804
3905.00,1.8821
3904.00,1.8838
3903.00,1.8851
3902.00,1.8859
3901.00,1.8862
3900.00,1.8861
3899.00,1.8860
3898.00,1.8859
3897.00,1.8861
3896.00,1.8869
3895.00,1.8879
3894.00,1.8890
3893.00,1.8895
3892.00,1.8895
3891.00,1.8889
3890.00,1.8880
3889.00,1.8872
3888.00,1.8871
3887.00,1.8878
3886.00,1.8888
3885.00,1.8893
3884.00,1.8889
3883.00,1.8877
3882.00,1.8860
3881.00,1.8840
3880.00,1.8816
3879.00,1.8794
3878.00,1.8779
3877.00,1.8774
3876.00,1.8775
3875.00,1.8775
3874.00,1.8769
3873.00,1.8761
3872.00,1.8760
3871.00,1.8772
3870.00,1.8794
3869.00,1.8816
3868.00,1.8829
3867.00,1.8833
3866.00,1.8827
3865.00,1.8814
3864.00,1.8801
3863.00,1.8794
3862.00,1.8791
3861.00,1.8790
3860.00,1.8791
3859.00,1.8798
3858.00,1.8815
3857.00,1.8838
3856.00,1.8859
3855.00,1.8872
3854.00,1.8888
3853.00,1.8913
3852.00,1.8927
3851.00,1.8912
3850.00,1.8880
3849.00,1.8853
3848.00,1.8837
3847.00,1.8828
3846.00,1.8815
3845.00,1.8790
3844.00,1.8760
3843.00,1.8737
3842.00,1.8734
3841.00,1.8751
3840.00,1.8779
3839.00,1.8804
3838.00,1.8817
3837.00,1.8820
3836.00,1.8816
3835.00,1.8812
3834.00,1.8809
3833.00,1.8806
3832.00,1.8797
3831.00,1.8779
3830.00,1.8754
3829.00,1.8727
3828.00,1.8706
3827.00,1.8693
3826.00,1.8690
3825.00,1.8696
3824.00,1.8709
3823.00,1.8725
3822.00,1.8743
3821.00,1.8766
3820.00,1.8789
3819.00,1.8808
3818.00,1.8821
3817.00,1.8829
3816.00,1.8829
3815.00,1.8821
3814.00,1.8805
3813.00,1.8786
3812.00,1.8765
3811.00,1.8742
3810.00,1.8715
3809.00,1.8688
3808.00,1.8672
3807.00,1.8677
3806.00,1.8705
3805.00,1.8741
3804.00,1.8770
3803.00,1.8784
3802.00,1.8784
3801.00,1.8779
3800.00,1.8775
3799.00,1.8774
3798.00,1.8778
3797.00,1.8782
3796.00,1.8780
3795.00,1.8771
3794.00,1.8759
3793.00,1.8746
3792.00,1.8728
3791.00,1.8704
3790.00,1.8679
3789.00,1.8662
3788.00,1.8656
3787.00,1.8657
3786.00,1.8656
3785.00,1.8652
3784.00,1.8649
3783.00,1.8647
3782.00,1.8644
3781.00,1.8637
3780.00,1.8634
3779.00,1.8642
3778.00,1.8656
3777.00,1.8664
3776.00,1.8658
3775.00,1.8643
3774.00,1.8627
3773.00,1.8616
3772.00,1.8613
3771.00,1.8618
3770.00,1.8634
3769.00,1.8654
3768.00,1.8667
3767.00,1.8667
3766.00,1.8663
3765.00,1.8663
3764.00,1.8671
3763.00,1.8677
3762.00,1.8673
3761.00,1.8656
3760.00,1.8635
3759.00,1.8624
3758.00,1.8627
3757.00,1.8643
3756.00,1.8665
3755.00,1.8687
3754.00,1.8707
3753.00,1.8726
3752.00,1.8751
3751.00,1.8793
3750.00,1.8846
3749.00,1.8893
3748.00,1.8923
3747.00,1.8933
3746.00,1.8921
3745.00,1.8891
3744.00,1.8853
3743.00,1.8815
3742.00,1.8780
3741.00,1.8753
3740.00,1.8735
3739.00,1.8723
3738.00,1.8712
3737.00,1.8700
3736.00,1.8692
3735.00,1.8695
3734.00,1.8712
3733.00,1.8738
3732.00,1.8760
3731.00,1.8767
3730.00,1.8759
3729.00,1.8745
3728.00,1.8735
3727.00,1.8731
3726.00,1.8729
3725.00,1.8720
3724.00,1.8699
3723.00,1.8674
3722.00,1.8660
