Created as New Dataset,Sample 001 By Laboratory Date 16 10 2025
cm-1,A
2623.00,0.1401
2622.00,0.1393
2621.00,0.1384
2620.00,0.1376
2619.00,0.1367
2618.00,0.1359
2617.00,0.1351
2616.00,0.1344
2615.00,0.1338
2614.00,0.1330
2613.00,0.1323
2612.00,0.1317
2611.00,0.1310
2610.00,0.1302
2609.00,0.1294
2608.00,0.1287
2607.00,0.1280
2606.00,0.1274
2605.00,0.1269
2604.00,0.1264
2603.00,0.1259
2602.00,0.1255
2601.00,0.1250
2600.00,0.1247
2599.00,0.1244
2598.00,0.1242
2597.00,0.1239
2596.00,0.1236
2595.00,0.1233
2594.00,0.1229
2593.00,0.1225
2592.00,0.1220
2591.00,0.1214
2590.00,0.1208
2589.00,0.1203
2588.00,0.1199
2587.00,0.1195
2586.00,0.1190
2585.00,0.1185
2584.00,0.1182
2583.00,0.1179
2582.00,0.1176
2581.00,0.1173
2580.00,0.1172
2579.00,0.1171
2578.00,0.1170
2577.00,0.1169
2576.00,0.1167
2575.00,0.1165
2574.00,0.1163
2573.00,0.1161
2572.00,0.1159
2571.00,0.1158
2570.00,0.1155
2569.00,0.1153
2568.00,0.1150
2567.00,0.1148
2566.00,0.1144
2565.00,0.1140
2564.00,0.1135
2563.00,0.1128
2562.00,0.1121
2561.00,0.1115
2560.00,0.1110
2559.00,0.1105
2558.00,0.1099
2557.00,0.1092
2556.00,0.1087
2555.00,0.1081
2554.00,0.1075
2553.00,0.1069
2552.00,0.1062
2551.00,0.1056
2550.00,0.1049
2549.00,0.1043
2548.00,0.1038
2547.00,0.1032
2546.00,0.1026
2545.00,0.1020
2544.00,0.1015
2543.00,0.1011
2542.00,0.1006
2541.00,0.1003
2540.00,0.1000
2539.00,0.0998
2538.00,0.0996
2537.00,0.0994
2536.00,0.0992
2535.00,0.0989
2534.00,0.0987
2533.00,0.0985
2532.00,0.0984
2531.00,0.0982
2530.00,0.0980
2529.00,0.0977
2528.00,0.0975
2527.00,0.0973
2526.00,0.0971
2525.00,0.0968
2524.00,0.0966
2523.00,0.0964
2522.00,0.0962
2521.00,0.0960
2520.00,0.0957
2519.00,0.0955
2518.00,0.0952
2517.00,0.0950
2516.00,0.0948
2515.00,0.0947
2514.00,0.0946
2513.00,0.0944
2512.00,0.0943
2511.00,0.0943
2510.00,0.0943
2509.00,0.0943
2508.00,0.0944
2507.00,0.0946
2506.00,0.0947
2505.00,0.0949
2504.00,0.0952
2503.00,0.0954
2502.00,0.0955
2501.00,0.0957
2500.00,0.0958
2499.00,0.0960
2498.00,0.0961
2497.00,0.0964
2496.00,0.0967
2495.00,0.0969
2494.00,0.0971
2493.00,0.0973
2492.00,0.0976
2491.00,0.0978
2490.00,0.0979
2489.00,0.0980
2488.00,0.0982
2487.00,0.0984
2486.00,0.0984
2485.00,0.0984
2484.00,0.0984
2483.00,0.0984
2482.00,0.0985
2481.00,0.0985
2480.00,0.0986
2479.00,0.0987
2478.00,0.0987
2477.00,0.0987
2476.00,0.0988
2475.00,0.0989
2474.00,0.0990
2473.00,0.0991
2472.00,0.0992
2471.00,0.0993
2470.00,0.0994
2469.00,0.0996
2468.00,0.0998
2467.00,0.1000
2466.00,0.1002
2465.00,0.1003
2464.00,0.1005
2463.00,0.1008
2462.00,0.1010
2461.00,0.1012
2460.00,0.1015
2459.00,0.1016
2458.00,0.1016
2457.00,0.1016
2456.00,0.1016
2455.00,0.1016
2454.00,0.1014
2453.00,0.1011
2452.00,0.1009
2451.00,0.1009
2450.00,0.1008
2449.00,0.1009
2448.00,0.1009
2447.00,0.1010
2446.00,0.1011
2445.00,0.1012
2444.00,0.1014
2443.00,0.1017
2442.00,0.1018
2441.00,0.1019
2440.00,0.1021
2439.00,0.1022
2438.00,0.1024
2437.00,0.1025
2436.00,0.1027
2435.00,0.1029
2434.00,0.1030
2433.00,0.1032
2432.00,0.1034
2431.00,0.1037
2430.00,0.1040
2429.00,0.1043
2428.00,0.1046
2427.00,0.1049
2426.00,0.1052
2425.00,0.1056
2424.00,0.1061
2423.00,0.1067
2422.00,0.1072
2421.00,0.1076
2420.00,0.1082
2419.00,0.1087
2418.00,0.1094
2417.00,0.1101
2416.00,0.1108
2415.00,0.1114
2414.00,0.1119
2413.00,0.1124
2412.00,0.1129
2411.00,0.1133
2410.00,0.1136
2409.00,0.1138
2408.00,0.1140
2407.00,0.1142
2406.00,0.1143
2405.00,0.1144
2404.00,0.1145
2403.00,0.1147
2402.00,0.1148
2401.00,0.1150
2400.00,0.1151
2399.00,0.1151
2398.00,0.1152
2397.00,0.1153
2396.00,0.1155
2395.00,0.1157
2394.00,0.1159
2393.00,0.1162
2392.00,0.1165
2391.00,0.1169
2390.00,0.1172
2389.00,0.1174
2388.00,0.1177
2387.00,0.1180
2386.00,0.1183
2385.00,0.1187
2384.00,0.1190
2383.00,0.1193
2382.00,0.1196
2381.00,0.1199
2380.00,0.1204
2379.00,0.1209
2378.00,0.1213
2377.00,0.1217
2376.00,0.1222
2375.00,0.1227
2374.00,0.1229
2373.00,0.1231
2372.00,0.1232
2371.00,0.1232
2370.00,0.1232
2369.00,0.1233
2368.00,0.1236
2367.00,0.1239
2366.00,0.1241
2365.00,0.1243
2364.00,0.1245
2363.00,0.1248
2362.00,0.1251
2361.00,0.1253
2360.00,0.1256
2359.00,0.1258
2358.00,0.1258
2357.00,0.1259
2356.00,0.1262
2355.00,0.1265
2354.00,0.1268
2353.00,0.1270
2352.00,0.1273
2351.00,0.1273
2350.00,0.1272
2349.00,0.1272
2348.00,0.1273
2347.00,0.1276
2346.00,0.1278
2345.00,0.1279
2344.00,0.1280
2343.00,0.1281
2342.00,0.1282
2341.00,0.1284
2340.00,0.1287
2339.00,0.1290
2338.00,0.1291
2337.00,0.1291
2336.00,0.1290
2335.00,0.1288
2334.00,0.1286
2333.00,0.1287
2332.00,0.1290
2331.00,0.1292
2330.00,0.1293
2329.00,0.1294
2328.00,0.1294
2327.00,0.1293
2326.00,0.1292
2325.00,0.1292
2324.00,0.1293
2323.00,0.1293
2322.00,0.1292
2321.00,0.1291
2320.00,0.1290
2319.00,0.1289
2318.00,0.1288
2317.00,0.1287
2316.00,0.1286
2315.00,0.1285
2314.00,0.1284
2313.00,0.1283
2312.00,0.1283
2311.00,0.1283
2310.00,0.1281
2309.00,0.1279
2308.00,0.1276
2307.00,0.1273
2306.00,0.1270
2305.00,0.1267
2304.00,0.1267
2303.00,0.1267
2302.00,0.1268
2301.00,0.1270
2300.00,0.1274
2299.00,0.1280
2298.00,0.1286
2297.00,0.1294
2296.00,0.1302
2295.00,0.1308
2294.00,0.1312
2293.00,0.1313
2292.00,0.1312
2291.00,0.1308
2290.00,0.1302
2289.00,0.1295
2288.00,0.1287
2287.00,0.1280
2286.00,0.1273
2285.00,0.1266
2284.00,0.1260
2283.00,0.1253
2282.00,0.1247
2281.00,0.1242
2280.00,0.1237
2279.00,0.1233
2278.00,0.1229
2277.00,0.1225
2276.00,0.1221
2275.00,0.1217
2274.00,0.1213
2273.00,0.1208
2272.00,0.1205
2271.00,0.1202
2270.00,0.1198
2269.00,0.1194
2268.00,0.1190
2267.00,0.1186
2266.00,0.1181
2265.00,0.1177
2264.00,0.1173
2263.00,0.1168
2262.00,0.1163
2261.00,0.1158
2260.00,0.1153
2259.00,0.1147
2258.00,0.1141
2257.00,0.1135
2256.00,0.1129
2255.00,0.1123
2254.00,0.1117
2253.00,0.1111
2252.00,0.1107
2251.00,0.1103
2250.00,0.1100
2249.00,0.1096
2248.00,0.1093
2247.00,0.1090
2246.00,0.1087
2245.00,0.1086
2244.00,0.1086
2243.00,0.1086
2242.00,0.1085
2241.00,0.1083
2240.00,0.1083
2239.00,0.1083
2238.00,0.1084
2237.00,0.1085
2236.00,0.1088
2235.00,0.1089
2234.00,0.1091
2233.00,0.1094
2232.00,0.1097
2231.00,0.1101
2230.00,0.1105
2229.00,0.1108
2228.00,0.1112
2227.00,0.1116
2226.00,0.1118
2225.00,0.1121
2224.00,0.1125
2223.00,0.1128
2222.00,0.1131
2221.00,0.1135
2220.00,0.1138
2219.00,0.1141
2218.00,0.1144
2217.00,0.1146
2216.00,0.1148
2215.00,0.1149
2214.00,0.1150
2213.00,0.1152
2212.00,0.1154
2211.00,0.1156
2210.00,0.1158
2209.00,0.1159
2208.00,0.1161
2207.00,0.1163
2206.00,0.1164
2205.00,0.1166
2204.00,0.1168
2203.00,0.1170
2202.00,0.1172
2201.00,0.1174
2200.00,0.1178
2199.00,0.1181
2198.00,0.1184
2197.00,0.1186
2196.00,0.1189
2195.00,0.1191
2194.00,0.1193
2193.00,0.1196
2192.00,0.1199
2191.00,0.1202
2190.00,0.1204
2189.00,0.1206
2188.00,0.1209
2187.00,0.1211
2186.00,0.1213
2185.00,0.1216
2184.00,0.1219
2183.00,0.1223
2182.00,0.1225
2181.00,0.1227
2180.00,0.1229
2179.00,0.1231
2178.00,0.1234
2177.00,0.1237
2176.00,0.1241
2175.00,0.1245
2174.00,0.1249
2173.00,0.1253
2172.00,0.1258
2171.00,0.1263
2170.00,0.1266
2169.00,0.1270
2168.00,0.1275
2167.00,0.1280
2166.00,0.1284
2165.00,0.1287
2164.00,0.1291
2163.00,0.1294
2162.00,0.1297
2161.00,0.1299
2160.00,0.1303
2159.00,0.1306
2158.00,0.1309
2157.00,0.1313
2156.00,0.1316
2155.00,0.1319
2154.00,0.1322
2153.00,0.1324
2152.00,0.1328
2151.00,0.1331
2150.00,0.1334
2149.00,0.1337
2148.00,0.1340
2147.00,0.1343
2146.00,0.1345
2145.00,0.1347
2144.00,0.1350
2143.00,0.1353
2142.00,0.1355
2141.00,0.1358
2140.00,0.1361
2139.00,0.1363
2138.00,0.1364
2137.00,0.1366
2136.00,0.1368
2135.00,0.1370
2134.00,0.1372
2133.00,0.1374
2132.00,0.1377
2131.00,0.1380
2130.00,0.1383
2129.00,0.1387
2128.00,0.1391
2127.00,0.1395
2126.00,0.1399
2125.00,0.1404
2124.00,0.1410
2123.00,0.1415
2122.00,0.1421
2121.00,0.1427
2120.00,0.1436
2119.00,0.1446
2118.00,0.1455
2117.00,0.1464
2116.00,0.1474
2115.00,0.1485
2114.00,0.1495
2113.00,0.1505
2112.00,0.1515
2111.00,0.1525
2110.00,0.1534
2109.00,0.1542
2108.00,0.1550
2107.00,0.1557
2106.00,0.1562
2105.00,0.1567
2104.00,0.1571
2103.00,0.1574
2102.00,0.1576
2101.00,0.1579
2100.00,0.1581
2099.00,0.1584
2098.00,0.1585
2097.00,0.1587
2096.00,0.1588
2095.00,0.1588
2094.00,0.1587
2093.00,0.1584
2092.00,0.1582
2091.00,0.1579
2090.00,0.1575
2089.00,0.1572
2088.00,0.1570
2087.00,0.1568
2086.00,0.1565
2085.00,0.1561
2084.00,0.1557
2083.00,0.1554
2082.00,0.1551
2081.00,0.1549
2080.00,0.1546
2079.00,0.1542
2078.00,0.1537
2077.00,0.1533
2076.00,0.1531
2075.00,0.1530
2074.00,0.1527
2073.00,0.1525
2072.00,0.1525
2071.00,0.1524
2070.00,0.1524
2069.00,0.1524
2068.00,0.1525
2067.00,0.1526
2066.00,0.1525
2065.00,0.1525
2064.00,0.1527
2063.00,0.1532
2062.00,0.1537
2061.00,0.1542
2060.00,0.1548
2059.00,0.1554
2058.00,0.1559
2057.00,0.1565
2056.00,0.1572
2055.00,0.1578
2054.00,0.1584
2053.00,0.1590
2052.00,0.1596
2051.00,0.1603
2050.00,0.1608
2049.00,0.1614
2048.00,0.1620
2047.00,0.1627
2046.00,0.1632
2045.00,0.1638
2044.00,0.1644
2043.00,0.1649
2042.00,0.1652
2041.00,0.1656
2040.00,0.1661
2039.00,0.1667
2038.00,0.1673
2037.00,0.1679
2036.00,0.1684
2035.00,0.1687
2034.00,0.1689
2033.00,0.1690
2032.00,0.1692
2031.00,0.1693
2030.00,0.1693
2029.00,0.1692
2028.00,0.1691
2027.00,0.1687
2026.00,0.1683
2025.00,0.1678
2024.00,0.1675
2023.00,0.1670
2022.00,0.1665
2021.00,0.1659
2020.00,0.1652
2019.00,0.1643
2018.00,0.1633
2017.00,0.1623
2016.00,0.1617
2015.00,0.1614
2014.00,0.1611
2013.00,0.1609
2012.00,0.1605
2011.00,0.1600
2010.00,0.1594
2009.00,0.1588
2008.00,0.1583
2007.00,0.1578
2006.00,0.1572
2005.00,0.1567
2004.00,0.1563
2003.00,0.1560
2002.00,0.1557
2001.00,0.1553
2000.00,0.1550
1999.00,0.1546
1998.00,0.1542
1997.00,0.1537
1996.00,0.1534
1995.00,0.1530
1994.00,0.1521
1993.00,0.1510
1992.00,0.1499
1991.00,0.1490
1990.00,0.1485
1989.00,0.1483
1988.00,0.1482
1987.00,0.1480
1986.00,0.1477
1985.00,0.1475
1984.00,0.1474
1983.00,0.1471
1982.00,0.1466
1981.00,0.1461
1980.00,0.1458
1979.00,0.1455
1978.00,0.1451
1977.00,0.1448
1976.00,0.1446
1975.00,0.1444
1974.00,0.1441
1973.00,0.1437
1972.00,0.1434
1971.00,0.1431
1970.00,0.1426
1969.00,0.1421
1968.00,0.1413
1967.00,0.1405
1966.00,0.1399
1965.00,0.1399
1964.00,0.1403
1963.00,0.1406
1962.00,0.1405
1961.00,0.1402
1960.00,0.1399
1959.00,0.1396
1958.00,0.1391
1957.00,0.1386
1956.00,0.1382
1955.00,0.1379
1954.00,0.1376
1953.00,0.1373
1952.00,0.1372
1951.00,0.1370
1950.00,0.1366
1949.00,0.1362
1948.00,0.1358
1947.00,0.1353
1946.00,0.1346
1945.00,0.1337
1944.00,0.1328
1943.00,0.1312
1942.00,0.1307
1941.00,0.1320
1940.00,0.1297
1939.00,0.1305
1938.00,0.1303
1937.00,0.1301
1936.00,0.1297
1935.00,0.1292
1934.00,0.1286
1933.00,0.1281
1932.00,0.1276
1931.00,0.1273
1930.00,0.1269
1929.00,0.1267
1928.00,0.1265
1927.00,0.1261
1926.00,0.1256
1925.00,0.1250
1924.00,0.1242
1923.00,0.1233
1922.00,0.1224
1921.00,0.1221
1920.00,0.1224
1919.00,0.1227
1918.00,0.1226
1917.00,0.1225
1916.00,0.1228
1915.00,0.1234
1914.00,0.1239
1913.00,0.1241
1912.00,0.1241
1911.00,0.1237
1910.00,0.1231
1909.00,0.1228
1908.00,0.1228
1907.00,0.1232
1906.00,0.1236
1905.00,0.1242
1904.00,0.1247
1903.00,0.1251
1902.00,0.1252
1901.00,0.1254
1900.00,0.1258
1899.00,0.1262
1898.00,0.1265
1897.00,0.1269
1896.00,0.1273
1895.00,0.1276
1894.00,0.1280
1893.00,0.1287
1892.00,0.1295
1891.00,0.1300
1890.00,0.1301
1889.00,0.1304
1888.00,0.1312
1887.00,0.1325
1886.00,0.1338
1885.00,0.1350
1884.00,0.1360
1883.00,0.1370
1882.00,0.1378
1881.00,0.1386
1880.00,0.1396
1879.00,0.1404
1878.00,0.1413
1877.00,0.1424
1876.00,0.1436
1875.00,0.1448
1874.00,0.1458
1873.00,0.1466
1872.00,0.1473
1871.00,0.1477
1870.00,0.1479
1869.00,0.1483
1868.00,0.1494
1867.00,0.1510
1866.00,0.1531
1865.00,0.1556
1864.00,0.1580
1863.00,0.1600
1862.00,0.1615
1861.00,0.1630
1860.00,0.1646
1859.00,0.1665
1858.00,0.1684
1857.00,0.1705
1856.00,0.1729
1855.00,0.1751
1854.00,0.1772
1853.00,0.1793
1852.00,0.1816
1851.00,0.1837
1850.00,0.1856
1849.00,0.1872
1848.00,0.1889
1847.00,0.1906
1846.00,0.1926
1845.00,0.1953
1844.00,0.1986
1843.00,0.2019
1842.00,0.2051
1841.00,0.2088
1840.00,0.2130
1839.00,0.2170
1838.00,0.2206
1837.00,0.2241
1836.00,0.2280
1835.00,0.2323
1834.00,0.2365
1833.00,0.2406
1832.00,0.2450
1831.00,0.2495
1830.00,0.2542
1829.00,0.2592
1828.00,0.2644
1827.00,0.2693
1826.00,0.2740
1825.00,0.2791
1824.00,0.2850
1823.00,0.2914
1822.00,0.2981
1821.00,0.3051
1820.00,0.3122
1819.00,0.3187
1818.00,0.3249
1817.00,0.3314
1816.00,0.3388
1815.00,0.3464
1814.00,0.3538
1813.00,0.3612
1812.00,0.3689
1811.00,0.3770
1810.00,0.3855
1809.00,0.3946
1808.00,0.4041
1807.00,0.4136
1806.00,0.4233
1805.00,0.4334
1804.00,0.4436
1803.00,0.4533
1802.00,0.4633
1801.00,0.4750
1800.00,0.4887
1799.00,0.5034
1798.00,0.5181
1797.00,0.5325
1796.00,0.5471
1795.00,0.5621
1794.00,0.5782
1793.00,0.5966
1792.00,0.6170
1791.00,0.6380
1790.00,0.6592
1789.00,0.6817
1788.00,0.7055
1787.00,0.7302
1786.00,0.7562
1785.00,0.7847
1784.00,0.8156
1783.00,0.8480
1782.00,0.8826
1781.00,0.9207
1780.00,0.9625
1779.00,1.0068
1778.00,1.0538
1777.00,1.1048
1776.00,1.1595
1775.00,1.2178
1774.00,1.2843
1773.00,1.3671
1772.00,1.4667
1771.00,1.5722
1770.00,1.6781
1769.00,1.7945
1768.00,1.9335
1767.00,2.0961
1766.00,2.2784
1765.00,2.4765
1764.00,2.6740
1763.00,2.8532
1762.00,3.0424
1761.00,3.2552
1760.00,3.3747
1759.00,3.3970
1758.00,3.4643
1757.00,3.5765
1756.00,3.5805
1755.00,3.5805
1754.00,3.7366
1753.00,3.5979
1752.00,3.3877
1751.00,3.3472
1750.00,3.4407
1749.00,3.8199
1748.00,4.0475
1747.00,3.8183
1746.00,3.8097
1745.00,3.7540
1744.00,3.9568
1743.00,4.4189
1742.00,4.2510
1741.00,4.3824
1740.00,3.9289
1739.00,3.6053
1738.00,3.7856
1737.00,7.7546
1736.00,4.4579
1735.00,3.7657
1734.00,3.4544
1733.00,3.3134
1732.00,3.4105
1731.00,3.4570
1730.00,3.5652
1729.00,4.3146
1728.00,3.9170
1727.00,3.5035
1726.00,3.4895
1725.00,3.5065
1724.00,3.4030
1723.00,3.1655
1722.00,3.0383
1721.00,2.9185
1720.00,2.6916
1719.00,2.4876
1718.00,2.3226
1717.00,2.1504
1716.00,1.9825
1715.00,1.8538
1714.00,1.7612
1713.00,1.6819
1712.00,1.6058
1711.00,1.5375
1710.00,1.4801
1709.00,1.4300
1708.00,1.3845
1707.00,1.3448
1706.00,1.3097
1705.00,1.2748
1704.00,1.2406
1703.00,1.2104
1702.00,1.1806
1701.00,1.1385
1700.00,1.0841
1699.00,1.0358
1698.00,0.9988
1697.00,0.9601
1696.00,0.9113
1695.00,0.8607
1694.00,0.8193
1693.00,0.7855
1692.00,0.7530
1691.00,0.7193
1690.00,0.6852
1689.00,0.6529
1688.00,0.6248
1687.00,0.6017
1686.00,0.5811
1685.00,0.5576
1684.00,0.5302
1683.00,0.5064
1682.00,0.4897
1681.00,0.4764
1680.00,0.4639
1679.00,0.4524
1678.00,0.4427
1677.00,0.4338
1676.00,0.4235
1675.00,0.4123
1674.00,0.4020
1673.00,0.3934
1672.00,0.3857
1671.00,0.3781
1670.00,0.3702
1669.00,0.3617
1668.00,0.3534
1667.00,0.3465
1666.00,0.3412
1665.00,0.3364
1664.00,0.3312
1663.00,0.3254
1662.00,0.3194
1661.00,0.3136
1660.00,0.3082
1659.00,0.3035
1658.00,0.2994
1657.00,0.2955
1656.00,0.2914
1655.00,0.2875
1654.00,0.2836
1653.00,0.2794
1652.00,0.2753
1651.00,0.2717
1650.00,0.2691
1649.00,0.2674
1648.00,0.2653
1647.00,0.2624
1646.00,0.2596
1645.00,0.2576
1644.00,0.2558
1643.00,0.2543
1642.00,0.2532
1641.00,0.2521
1640.00,0.2509
1639.00,0.2498
1638.00,0.2490
1637.00,0.2486
1636.00,0.2481
1635.00,0.2476
1634.00,0.2467
1633.00,0.2454
1632.00,0.2439
1631.00,0.2428
1630.00,0.2420
1629.00,0.2412
1628.00,0.2402
1627.00,0.2391
1626.00,0.2380
1625.00,0.2371
1624.00,0.2362
1623.00,0.2349
1622.00,0.2332
1621.00,0.2314
1620.00,0.2299
1619.00,0.2290
1618.00,0.2285
1617.00,0.2278
1616.00,0.2262
1615.00,0.2238
1614.00,0.2213
1613.00,0.2193
1612.00,0.2174
1611.00,0.2154
1610.00,0.2133
1609.00,0.2112
1608.00,0.2091
1607.00,0.2072
1606.00,0.2057
1605.00,0.2044
1604.00,0.2030
1603.00,0.2016
1602.00,0.2004
1601.00,0.1995
1600.00,0.1987
1599.00,0.1979
1598.00,0.1971
1597.00,0.1962
1596.00,0.1954
1595.00,0.1947
1594.00,0.1942
1593.00,0.1941
1592.00,0.1939
1591.00,0.1936
1590.00,0.1933
1589.00,0.1932
1588.00,0.1932
1587.00,0.1933
1586.00,0.1935
1585.00,0.1938
1584.00,0.1939
1583.00,0.1940
1582.00,0.1942
1581.00,0.1944
1580.00,0.1944
1579.00,0.1941
1578.00,0.1937
1577.00,0.1935
1576.00,0.1932
1575.00,0.1927
1574.00,0.1920
1573.00,0.1917
1572.00,0.1920
1571.00,0.1925
1570.00,0.1929
1569.00,0.1931
1568.00,0.1930
1567.00,0.1928
1566.00,0.1930
1565.00,0.1937
1564.00,0.1943
1563.00,0.1944
1562.00,0.1942
1561.00,0.1940
1560.00,0.1941
1559.00,0.1939
1558.00,0.1940
1557.00,0.1943
1556.00,0.1941
1555.00,0.1936
1554.00,0.1937
1553.00,0.1941
1552.00,0.1948
1551.00,0.1944
1550.00,0.1948
1549.00,0.1947
1548.00,0.2005
1547.00,0.2056
1546.00,0.2060
1545.00,0.2084
1544.00,0.2101
1543.00,0.2122
1542.00,0.2142
1541.00,0.2165
1540.00,0.2186
1539.00,0.2201
1538.00,0.2215
1537.00,0.2225
1536.00,0.2226
1535.00,0.2229
1534.00,0.2231
1533.00,0.2235
1532.00,0.2245
1531.00,0.2261
1530.00,0.2282
1529.00,0.2304
1528.00,0.2321
1527.00,0.2332
1526.00,0.2348
1525.00,0.2376
1524.00,0.2413
1523.00,0.2448
1522.00,0.2478
1521.00,0.2506
1520.00,0.2536
1519.00,0.2572
1518.00,0.2614
1517.00,0.2659
1516.00,0.2703
1515.00,0.2749
1514.00,0.2802
1513.00,0.2859
1512.00,0.2912
1511.00,0.2953
1510.00,0.2985
1509.00,0.3021
1508.00,0.3079
1507.00,0.3177
1506.00,0.3325
1505.00,0.3488
1504.00,0.3618
1503.00,0.3722
1502.00,0.3828
1501.00,0.3951
1500.00,0.4094
1499.00,0.4254
1498.00,0.4438
1497.00,0.4668
1496.00,0.4944
1495.00,0.5248
1494.00,0.5571
1493.00,0.5932
1492.00,0.6364
1491.00,0.6912
1490.00,0.7618
1489.00,0.8494
1488.00,0.9513
1487.00,1.0665
1486.00,1.1981
1485.00,1.3476
1484.00,1.5135
1483.00,1.6986
1482.00,1.9194
1481.00,2.1919
1480.00,2.4906
1479.00,2.7631
1478.00,3.0689
1477.00,3.7574
1476.00,7.7610
1475.00,3.8603
1474.00,3.8735
1473.00,3.7526
1472.00,3.6467
1471.00,3.6251
1470.00,3.4973
1469.00,3.6917
1468.00,3.5463
1467.00,3.2627
1466.00,3.2676
1465.00,3.4748
1464.00,3.5001
1463.00,3.2981
1462.00,3.2392
1461.00,3.3342
1460.00,3.3195
1459.00,3.1153
1458.00,3.0082
1457.00,3.0054
1456.00,2.8989
1455.00,2.7274
1454.00,2.6264
1453.00,2.5414
1452.00,2.4162
1451.00,2.2797
1450.00,2.1677
1449.00,2.0724
1448.00,1.9746
1447.00,1.8818
1446.00,1.8084
1445.00,1.7516
1444.00,1.7019
1443.00,1.6583
1442.00,1.6250
1441.00,1.6015
1440.00,1.5822
1439.00,1.5642
1438.00,1.5469
1437.00,1.5280
1436.00,1.5059
1435.00,1.4857
1434.00,1.4714
1433.00,1.4607
1432.00,1.4500
1431.00,1.4406
1430.00,1.4368
1429.00,1.4410
1428.00,1.4526
1427.00,1.4729
1426.00,1.5054
1425.00,1.5531
1424.00,1.6136
1423.00,1.6799
1422.00,1.7455
1421.00,1.8067
1420.00,1.8567
1419.00,1.8859
1418.00,1.8893
1417.00,1.8639
1416.00,1.8087
1415.00,1.7344
1414.00,1.6553
1413.00,1.5773
1412.00,1.5015
1411.00,1.4338
1410.00,1.3812
1409.00,1.3458
1408.00,1.3251
1407.00,1.3180
1406.00,1.3257
1405.00,1.3488
1404.00,1.3869
1403.00,1.4398
1402.00,1.5095
1401.00,1.6004
1400.00,1.7178
1399.00,1.8667
1398.00,2.0526
1397.00,2.2804
1396.00,2.5359
1395.00,2.7562
1394.00,2.8980
1393.00,3.0090
1392.00,3.0889
1391.00,3.1425
1390.00,3.2689
1389.00,3.5360
1388.00,3.6195
1387.00,3.2852
1386.00,3.0802
1385.00,3.0257
1384.00,3.0211
1383.00,3.0125
1382.00,3.0251
1381.00,3.0507
1380.00,2.9953
1379.00,2.8650
1378.00,2.7533
1377.00,2.6678
1376.00,2.5658
1375.00,2.4524
1374.00,2.3748
1373.00,2.3578
1372.00,2.3927
1371.00,2.4685
1370.00,2.5980
1369.00,2.8008
1368.00,3.0551
1367.00,3.2730
1366.00,3.4794
1365.00,3.8066
1364.00,4.0160
1363.00,3.6887
1362.00,3.3967
1361.00,3.2296
1360.00,3.0321
1359.00,2.8383
1358.00,2.7170
1357.00,2.6556
1356.00,2.6030
1355.00,2.5319
1354.00,2.4606
1353.00,2.3995
1352.00,2.3370
1351.00,2.2736
1350.00,2.2256
1349.00,2.1989
1348.00,2.1841
1347.00,2.1734
1346.00,2.1683
1345.00,2.1639
1344.00,2.1458
1343.00,2.1122
1342.00,2.0791
1341.00,2.0570
1340.00,2.0429
1339.00,2.0340
1338.00,2.0347
1337.00,2.0437
1336.00,2.0503
1335.00,2.0501
1334.00,2.0523
1333.00,2.0607
1332.00,2.0657
1331.00,2.0600
1330.00,2.0522
1329.00,2.0538
1328.00,2.0651
1327.00,2.0831
1326.00,2.1112
1325.00,2.1507
1324.00,2.1909
1323.00,2.2188
1322.00,2.2341
1321.00,2.2405
1320.00,2.2339
1319.00,2.2162
1318.00,2.1994
1317.00,2.1865
1316.00,2.1667
1315.00,2.1358
1314.00,2.1066
1313.00,2.0902
1312.00,2.0852
1311.00,2.0871
1310.00,2.0961
1309.00,2.1114
1308.00,2.1262
1307.00,2.1373
1306.00,2.1512
1305.00,2.1742
1304.00,2.2051
1303.00,2.2454
1302.00,2.3030
1301.00,2.3799
1300.00,2.4591
1299.00,2.5231
1298.00,2.5799
1297.00,2.6393
1296.00,2.6809
1295.00,2.6888
1294.00,2.6817
1293.00,2.6725
1292.00,2.6520
1291.00,2.6262
1290.00,2.6255
1289.00,2.6595
1288.00,2.6958
1287.00,2.7176
1286.00,2.7675
1285.00,2.8833
1284.00,3.0528
1283.00,3.2226
1282.00,3.4006
1281.00,3.6421
1280.00,3.7682
1279.00,3.6732
1278.00,3.5473
1277.00,3.4333
1276.00,3.3615
1275.00,3.3507
1274.00,3.4309
1273.00,3.8757
1272.00,4.1423
1271.00,3.4808
1270.00,3.4109
1269.00,3.4389
1268.00,3.5219
1267.00,3.5122
1266.00,3.5747
1265.00,4.0467
1264.00,4.0784
1263.00,3.7065
1262.00,3.6480
1261.00,3.5748
1260.00,3.7397
1259.00,4.0246
1258.00,3.7273
1257.00,3.7323
1256.00,3.4984
1255.00,3.2889
1254.00,3.1921
1253.00,3.1494
1252.00,3.1511
1251.00,3.2671
1250.00,3.5120
1249.00,3.5965
1248.00,3.3887
1247.00,3.2189
1246.00,3.1190
1245.00,3.0639
1244.00,3.1236
1243.00,3.3916
1242.00,3.5252
1241.00,3.4603
1240.00,3.7204
1239.00,3.3880
1238.00,3.1598
1237.00,3.1115
1236.00,3.1396
1235.00,3.2291
1234.00,3.3555
1233.00,3.5606
1232.00,4.1805
1231.00,3.6442
1230.00,3.2075
1229.00,3.1135
1228.00,3.1030
