Created as New Dataset,
cm-1,A
4000.00,0.3793
3999.00,0.3793
3998.00,0.3792
3997.00,0.3792
3996.00,0.3791
3995.00,0.3790
3994.00,0.3789
3993.00,0.3787
3992.00,0.3785
3991.00,0.3782
3990.00,0.3779
3989.00,0.3776
3988.00,0.3772
3987.00,0.3768
3986.00,0.3763
3985.00,0.3758
3984.00,0.3753
3983.00,0.3749
3982.00,0.3745
3981.00,0.3740
3980.00,0.3736
3979.00,0.3731
3978.00,0.3728
3977.00,0.3724
3976.00,0.3720
3975.00,0.3717
3974.00,0.3714
3973.00,0.3710
3972.00,0.3707
3971.00,0.3704
3970.00,0.3701
3969.00,0.3697
3968.00,0.3693
3967.00,0.3688
3966.00,0.3683
3965.00,0.3678
3964.00,0.3673
3963.00,0.3668
3962.00,0.3662
3961.00,0.3657
3960.00,0.3652
3959.00,0.3647
3958.00,0.3643
3957.00,0.3639
3956.00,0.3635
3955.00,0.3631
3954.00,0.3627
3953.00,0.3624
3952.00,0.3621
3951.00,0.3618
3950.00,0.3616
3949.00,0.3613
3948.00,0.3611
3947.00,0.3609
3946.00,0.3607
3945.00,0.3605
3944.00,0.3603
3943.00,0.3601
3942.00,0.3600
3941.00,0.3598
3940.00,0.3595
3939.00,0.3594
3938.00,0.3593
3937.00,0.3592
3936.00,0.3591
3935.00,0.3590
3934.00,0.3589
3933.00,0.3589
3932.00,0.3589
3931.00,0.3590
3930.00,0.3590
3929.00,0.3590
3928.00,0.3589
3927.00,0.3588
3926.00,0.3587
3925.00,0.3587
3924.00,0.3587
3923.00,0.3588
3922.00,0.3588
3921.00,0.3588
3920.00,0.3587
3919.00,0.3586
3918.00,0.3585
3917.00,0.3585
3916.00,0.3585
3915.00,0.3584
3914.00,0.3583
3913.00,0.3582
3912.00,0.3581
3911.00,0.3581
3910.00,0.3580
3909.00,0.3580
3908.00,0.3579
3907.00,0.3578
3906.00,0.3577
3905.00,0.3577
3904.00,0.3577
3903.00,0.3576
3902.00,0.3575
3901.00,0.3574
3900.00,0.3573
3899.00,0.3573
3898.00,0.3572
3897.00,0.3570
3896.00,0.3568
3895.00,0.3566
3894.00,0.3564
3893.00,0.3562
3892.00,0.3561
3891.00,0.3559
3890.00,0.3558
3889.00,0.3556
3888.00,0.3554
3887.00,0.3552
3886.00,0.3552
3885.00,0.3552
3884.00,0.3551
3883.00,0.3549
3882.00,0.3546
3881.00,0.3545
3880.00,0.3545
3879.00,0.3545
3878.00,0.3545
3877.00,0.3543
3876.00,0.3542
3875.00,0.3542
3874.00,0.3543
3873.00,0.3542
3872.00,0.3540
3871.00,0.3538
3870.00,0.3538
3869.00,0.3539
3868.00,0.3539
3867.00,0.3537
3866.00,0.3535
3865.00,0.3533
3864.00,0.3532
3863.00,0.3531
3862.00,0.3529
3861.00,0.3527
3860.00,0.3526
3859.00,0.3526
3858.00,0.3526
3857.00,0.3526
3856.00,0.3525
3855.00,0.3524
3854.00,0.3523
3853.00,0.3524
3852.00,0.3524
3851.00,0.3523
3850.00,0.3521
3849.00,0.3520
3848.00,0.3520
3847.00,0.3519
3846.00,0.3518
3845.00,0.3516
3844.00,0.3515
3843.00,0.3515
3842.00,0.3515
3841.00,0.3515
3840.00,0.3515
3839.00,0.3515
3838.00,0.3515
3837.00,0.3515
3836.00,0.3514
3835.00,0.3512
3834.00,0.3510
3833.00,0.3508
3832.00,0.3507
3831.00,0.3505
3830.00,0.3503
3829.00,0.3501
3828.00,0.3498
3827.00,0.3497
3826.00,0.3497
3825.00,0.3497
3824.00,0.3496
3823.00,0.3495
3822.00,0.3494
3821.00,0.3495
3820.00,0.3495
3819.00,0.3492
3818.00,0.3487
3817.00,0.3484
3816.00,0.3482
3815.00,0.3482
3814.00,0.3480
3813.00,0.3476
3812.00,0.3474
3811.00,0.3472
3810.00,0.3471
3809.00,0.3469
3808.00,0.3467
3807.00,0.3466
3806.00,0.3465
3805.00,0.3464
3804.00,0.3462
3803.00,0.3460
3802.00,0.3460
3801.00,0.3461
3800.00,0.3460
3799.00,0.3456
3798.00,0.3453
3797.00,0.3451
3796.00,0.3451
3795.00,0.3451
3794.00,0.3449
3793.00,0.3446
3792.00,0.3443
3791.00,0.3441
3790.00,0.3439
3789.00,0.3437
3788.00,0.3436
3787.00,0.3434
3786.00,0.3434
3785.00,0.3434
3784.00,0.3434
3783.00,0.3433
3782.00,0.3433
3781.00,0.3433
3780.00,0.3433
3779.00,0.3433
3778.00,0.3432
3777.00,0.3431
3776.00,0.3431
3775.00,0.3430
3774.00,0.3431
3773.00,0.3431
3772.00,0.3430
3771.00,0.3430
3770.00,0.3430
3769.00,0.3429
3768.00,0.3429
3767.00,0.3428
3766.00,0.3429
3765.00,0.3430
3764.00,0.3431
3763.00,0.3431
3762.00,0.3429
3761.00,0.3428
3760.00,0.3427
3759.00,0.3427
3758.00,0.3427
3757.00,0.3427
3756.00,0.3427
3755.00,0.3426
3754.00,0.3425
3753.00,0.3423
3752.00,0.3422
3751.00,0.3422
3750.00,0.3423
3749.00,0.3425
3748.00,0.3426
3747.00,0.3426
3746.00,0.3425
3745.00,0.3426
3744.00,0.3427
3743.00,0.3426
3742.00,0.3422
3741.00,0.3418
3740.00,0.3416
3739.00,0.3416
3738.00,0.3416
3737.00,0.3414
