Created as New Dataset,
cm-1,A
4000.00,1.0553
3999.00,1.0547
3998.00,1.0543
3997.00,1.0537
3996.00,1.0531
3995.00,1.0524
3994.00,1.0519
3993.00,1.0514
3992.00,1.0511
3991.00,1.0507
3990.00,1.0502
3989.00,1.0497
3988.00,1.0491
3987.00,1.0484
3986.00,1.0479
3985.00,1.0474
3984.00,1.0470
3983.00,1.0465
3982.00,1.0458
3981.00,1.0451
3980.00,1.0445
3979.00,1.0440
3978.00,1.0437
3977.00,1.0436
3976.00,1.0434
3975.00,1.0431
3974.00,1.0425
3973.00,1.0418
3972.00,1.0413
3971.00,1.0409
3970.00,1.0405
3969.00,1.0401
3968.00,1.0396
3967.00,1.0391
3966.00,1.0387
3965.00,1.0385
3964.00,1.0384
3963.00,1.0384
3962.00,1.0382
3961.00,1.0376
3960.00,1.0369
3959.00,1.0362
3958.00,1.0358
3957.00,1.0357
3956.00,1.0359
3955.00,1.0362
3954.00,1.0366
3953.00,1.0366
3952.00,1.0362
3951.00,1.0355
3950.00,1.0347
3949.00,1.0340
3948.00,1.0336
3947.00,1.0335
3946.00,1.0334
3945.00,1.0332
3944.00,1.0328
3943.00,1.0323
3942.00,1.0318
3941.00,1.0314
3940.00,1.0312
3939.00,1.0311
3938.00,1.0310
3937.00,1.0309
3936.00,1.0307
3935.00,1.0303
3934.00,1.0299
3933.00,1.0295
3932.00,1.0290
3931.00,1.0285
3930.00,1.0280
3929.00,1.0277
3928.00,1.0277
3927.00,1.0278
3926.00,1.0280
3925.00,1.0280
3924.00,1.0276
3923.00,1.0271
3922.00,1.0266
3921.00,1.0263
3920.00,1.0263
3919.00,1.0263
3918.00,1.0262
3917.00,1.0260
3916.00,1.0256
3915.00,1.0251
3914.00,1.0247
3913.00,1.0243
3912.00,1.0240
3911.00,1.0239
3910.00,1.0239
3909.00,1.0239
3908.00,1.0241
3907.00,1.0242
3906.00,1.0243
3905.00,1.0243
3904.00,1.0242
3903.00,1.0237
3902.00,1.0231
3901.00,1.0226
3900.00,1.0223
3899.00,1.0223
3898.00,1.0222
3897.00,1.0220
3896.00,1.0217
3895.00,1.0214
3894.00,1.0211
3893.00,1.0208
3892.00,1.0206
